OrderDate,Year,Month,Region,Category,SubCategory,Segment,Quantity,Discount,Sales,Profit,Margin
2022-04-09,2022,4,Asia Pacific,Office Supplies,Storage,Consumer,2,0.2,97.39,13.18,0.1353321696272718
2024-07-19,2024,7,Europe,Technology,Copiers,Corporate,6,0.1,3385.49,741.95,0.21915586813134882
2021-01-22,2021,1,Europe,Technology,Copiers,Home Office,1,0.15,234.14,29.9,0.12770137524557956
2024-07-01,2024,7,Europe,Technology,Accessories,Home Office,1,0.3,547.12,42.74,0.07811814592776722
2023-04-03,2023,4,Europe,Office Supplies,Paper,Consumer,2,0.4,170.32,-34.89,-0.20484969469234385
2024-08-16,2024,8,Asia Pacific,Office Supplies,Art,Consumer,5,0.15,324.07,3.47,0.010707563180794273
2021-02-15,2021,2,Asia Pacific,Furniture,Chairs,Consumer,10,0.15,2471.7,29.9,0.01209693733058219
2022-11-03,2022,11,Asia Pacific,Furniture,Chairs,Corporate,3,0.1,2122.97,50.9,0.02397584516031786
2022-05-07,2022,5,Asia Pacific,Furniture,Bookcases,Corporate,6,0.2,1363.86,-37.21,-0.027282858944466443
2021-12-19,2021,12,Europe,Technology,Copiers,Consumer,6,0.5,3963.58,-830.09,-0.20942935427063414
2021-11-20,2021,11,Asia Pacific,Furniture,Bookcases,Corporate,6,0.2,2761.41,-126.97,-0.04598013333767894
2021-11-08,2021,11,North America,Office Supplies,Paper,Corporate,7,0.0,405.9,73.27,0.18051244148805123
2024-05-04,2024,5,Europe,Technology,Copiers,Consumer,5,0.0,2010.36,566.53,0.2818052488111582
2023-05-21,2023,5,North America,Furniture,Chairs,Home Office,8,0.15,2843.76,260.06,0.09144934874954286
2023-07-05,2023,7,Asia Pacific,Office Supplies,Storage,Corporate,1,0.0,142.1,35.04,0.2465869106263195
2022-03-16,2022,3,North America,Furniture,Bookcases,Consumer,5,0.1,2286.59,69.17,0.03025028535942167
2023-02-07,2023,2,North America,Furniture,Furnishings,Consumer,3,0.2,1161.6,-47.64,-0.04101239669421488
2023-06-05,2023,6,North America,Furniture,Chairs,Home Office,7,0.1,2883.3,-160.31,-0.055599486699268195
2022-06-22,2022,6,North America,Technology,Laptops,Home Office,3,0.1,3099.87,443.91,0.1432027794713972
2021-11-23,2021,11,Asia Pacific,Office Supplies,Binders,Home Office,2,0.0,248.3,30.04,0.12098268223922673
2024-10-18,2024,10,North America,Office Supplies,Binders,Consumer,3,0.2,161.86,9.3,0.05745706165822315
2021-04-27,2021,4,Latin America,Furniture,Tables,Consumer,6,0.1,983.12,7.36,0.007486369924322565
2022-07-20,2022,7,Asia Pacific,Furniture,Furnishings,Home Office,1,0.15,295.33,-9.04,-0.030609826296007853
2024-02-25,2024,2,North America,Office Supplies,Binders,Consumer,1,0.2,66.74,-2.16,-0.03236439916092299
2023-02-21,2023,2,Asia Pacific,Office Supplies,Art,Home Office,3,0.15,300.76,13.0,0.04322383295651017
2021-12-01,2021,12,Latin America,Office Supplies,Binders,Consumer,5,0.3,664.26,-46.99,-0.07074037274561167
2022-05-30,2022,5,Asia Pacific,Furniture,Chairs,Consumer,2,0.0,993.66,128.01,0.12882676166898133
2024-09-01,2024,9,Europe,Office Supplies,Storage,Consumer,1,0.0,56.4,6.43,0.11400709219858156
2023-07-14,2023,7,Middle East & Africa,Office Supplies,Art,Consumer,3,0.2,296.88,-0.3,-0.0010105092966855296
2024-06-16,2024,6,Asia Pacific,Technology,Laptops,Consumer,7,0.0,2284.49,817.68,0.3579267144964522
2024-04-25,2024,4,North America,Technology,Copiers,Corporate,3,0.2,847.2,93.61,0.11049338999055712
2023-08-25,2023,8,Asia Pacific,Technology,Copiers,Corporate,2,0.1,664.57,120.02,0.18059798064914154
2023-05-16,2023,5,North America,Office Supplies,Binders,Home Office,3,0.3,252.25,-2.72,-0.010782953419226958
2021-11-05,2021,11,Asia Pacific,Technology,Copiers,Consumer,4,0.1,4261.87,1088.32,0.2553620828415695
2023-11-07,2023,11,Europe,Technology,Accessories,Corporate,3,0.0,1839.72,288.93,0.15705107298936796
2022-08-26,2022,8,Latin America,Furniture,Tables,Consumer,3,0.2,1688.47,-140.14,-0.08299821732100658
2021-04-10,2021,4,Latin America,Office Supplies,Storage,Corporate,3,0.15,184.38,0.07,0.0003796507213363706
2021-09-10,2021,9,Asia Pacific,Office Supplies,Binders,Consumer,3,0.1,208.54,13.62,0.06531121127841182
2021-09-11,2021,9,North America,Furniture,Furnishings,Corporate,3,0.15,658.05,0.03,4.5589240939138365e-05
2022-01-24,2022,1,Europe,Technology,Copiers,Corporate,2,0.2,1014.79,77.85,0.0767153795366529
2021-04-15,2021,4,North America,Furniture,Bookcases,Corporate,5,0.15,840.25,-33.7,-0.040107110978875336
2022-09-09,2022,9,Europe,Furniture,Tables,Home Office,2,0.15,602.28,-8.46,-0.014046622833233715
2021-01-01,2021,1,Europe,Office Supplies,Binders,Consumer,6,0.3,190.79,-6.35,-0.03328266680643639
2022-05-08,2022,5,North America,Office Supplies,Storage,Home Office,3,0.15,106.05,8.53,0.08043375766148043
2024-07-19,2024,7,North America,Technology,Accessories,Home Office,2,0.1,1206.73,177.37,0.14698399807744897
2022-10-29,2022,10,Europe,Furniture,Tables,Consumer,2,0.15,565.25,4.82,0.008527200353825742
2023-01-14,2023,1,Europe,Office Supplies,Paper,Corporate,3,0.2,273.44,-30.88,-0.11293153891164423
2024-12-17,2024,12,Europe,Technology,Copiers,Consumer,3,0.1,3304.66,195.12,0.05904389558986401
2021-05-25,2021,5,North America,Furniture,Chairs,Home Office,2,0.1,690.95,26.53,0.03839641073883783
2024-08-03,2024,8,Middle East & Africa,Technology,Accessories,Consumer,3,0.0,1725.65,382.34,0.22156288934604348
2023-11-10,2023,11,Asia Pacific,Office Supplies,Binders,Corporate,1,0.15,151.77,-9.13,-0.06015681623509257
2023-08-13,2023,8,Europe,Furniture,Tables,Home Office,2,0.5,826.07,-233.49,-0.282651591269505
2022-12-08,2022,12,Europe,Office Supplies,Art,Corporate,1,0.0,69.2,22.79,0.32933526011560693
2021-01-08,2021,1,North America,Technology,Accessories,Corporate,2,0.4,705.91,-77.3,-0.10950404442492669
2021-10-18,2021,10,Asia Pacific,Office Supplies,Paper,Consumer,6,0.1,305.51,27.05,0.08854047330692941
2022-02-05,2022,2,North America,Furniture,Tables,Consumer,1,0.15,240.69,2.42,0.010054426856121982
2024-04-11,2024,4,North America,Technology,Phones,Corporate,2,0.2,867.3,98.5,0.11357085206964142
2021-02-09,2021,2,North America,Office Supplies,Paper,Consumer,2,0.0,74.04,13.12,0.17720151269584006
2022-07-12,2022,7,Europe,Technology,Laptops,Consumer,4,0.5,2225.97,-266.6,-0.11976801124902853
2021-04-08,2021,4,Asia Pacific,Technology,Copiers,Home Office,3,0.2,1038.85,151.53,0.14586321413101028
2023-11-02,2023,11,Latin America,Office Supplies,Paper,Consumer,5,0.0,424.37,105.26,0.24803826849211774
2023-07-13,2023,7,North America,Furniture,Chairs,Home Office,2,0.0,587.31,69.68,0.11864262484888732
2021-06-19,2021,6,Europe,Furniture,Tables,Corporate,6,0.2,1639.74,59.85,0.036499688975081414
2023-01-20,2023,1,Asia Pacific,Technology,Laptops,Home Office,7,0.0,2717.59,893.72,0.3288649133975324
2022-11-02,2022,11,North America,Furniture,Bookcases,Corporate,4,0.1,2149.42,34.56,0.016078756129560532
2022-03-27,2022,3,North America,Office Supplies,Art,Consumer,3,0.1,239.32,41.31,0.17261407320742103
2022-03-08,2022,3,North America,Furniture,Bookcases,Home Office,2,0.15,801.16,-45.0,-0.05616855559438814
2023-02-27,2023,2,North America,Furniture,Tables,Corporate,5,0.2,768.03,-51.4,-0.06692446909625926
2021-02-08,2021,2,Latin America,Technology,Laptops,Home Office,7,0.0,4425.12,1039.39,0.23488402574393466
2024-01-22,2024,1,North America,Technology,Copiers,Corporate,3,0.3,3203.39,-59.05,-0.018433596908275295
2021-08-18,2021,8,Europe,Office Supplies,Paper,Corporate,3,0.5,139.38,-37.27,-0.26739847897833263
2023-10-05,2023,10,Asia Pacific,Furniture,Bookcases,Consumer,2,0.5,735.98,-259.41,-0.3524688170874209
2021-09-28,2021,9,Europe,Office Supplies,Binders,Consumer,5,0.0,196.11,38.61,0.1968793024323084
2024-03-10,2024,3,Asia Pacific,Technology,Phones,Corporate,1,0.1,375.34,64.41,0.17160441199978685
2022-11-24,2022,11,Asia Pacific,Furniture,Tables,Consumer,4,0.3,1442.27,-274.11,-0.19005456675934465
2023-09-26,2023,9,Latin America,Office Supplies,Storage,Consumer,1,0.4,61.91,-13.48,-0.21773542238733648
2024-10-20,2024,10,Europe,Technology,Accessories,Consumer,1,0.1,324.25,54.47,0.1679876638396299
2024-05-09,2024,5,Asia Pacific,Office Supplies,Paper,Corporate,2,0.4,177.56,-23.18,-0.130547420590223
2024-06-17,2024,6,North America,Office Supplies,Paper,Consumer,4,0.0,269.83,33.35,0.12359633843531113
2022-12-25,2022,12,Asia Pacific,Technology,Laptops,Consumer,4,0.0,2142.05,530.39,0.24760859923904668
2023-08-07,2023,8,Europe,Office Supplies,Storage,Home Office,1,0.2,42.72,0.99,0.023174157303370788
2021-10-19,2021,10,Asia Pacific,Office Supplies,Binders,Corporate,4,0.2,249.85,-4.79,-0.019171502901741046
2021-05-10,2021,5,Asia Pacific,Furniture,Tables,Consumer,1,0.3,208.9,-32.57,-0.1559119195787458
2023-06-13,2023,6,Europe,Furniture,Bookcases,Consumer,4,0.3,1193.47,-205.78,-0.17242159417496877
2023-09-26,2023,9,Latin America,Office Supplies,Art,Corporate,5,0.5,447.26,-128.84,-0.2880651075437106
2022-01-22,2022,1,Europe,Office Supplies,Binders,Consumer,4,0.0,224.67,39.7,0.17670360973872792
2021-10-10,2021,10,Asia Pacific,Office Supplies,Art,Corporate,3,0.5,145.07,-39.65,-0.2733163300475632
2024-08-13,2024,8,Latin America,Office Supplies,Art,Consumer,4,0.3,240.59,-22.73,-0.09447607963755768
2023-10-17,2023,10,Asia Pacific,Technology,Phones,Corporate,2,0.2,937.51,160.02,0.1706861793474203
2023-10-14,2023,10,Asia Pacific,Office Supplies,Binders,Corporate,3,0.2,128.58,-5.63,-0.04378596982423393
2021-08-13,2021,8,North America,Office Supplies,Storage,Corporate,4,0.0,216.21,50.66,0.2343092363905462
2023-11-15,2023,11,North America,Furniture,Tables,Corporate,3,0.15,2385.32,-279.89,-0.11733855415625576
2024-01-16,2024,1,Asia Pacific,Furniture,Chairs,Consumer,1,0.2,322.11,-5.89,-0.018285678805377042
2022-12-13,2022,12,Europe,Technology,Phones,Consumer,6,0.15,4846.45,903.56,0.18643749548638694
2021-01-24,2021,1,Asia Pacific,Office Supplies,Storage,Corporate,2,0.4,99.02,-18.95,-0.1913754797010705
2021-08-09,2021,8,Asia Pacific,Technology,Accessories,Home Office,4,0.1,1573.61,257.31,0.1635157376986674
2024-03-05,2024,3,Latin America,Office Supplies,Art,Consumer,5,0.0,348.03,65.15,0.1871965060483292
2023-06-12,2023,6,Europe,Furniture,Tables,Consumer,2,0.2,493.34,-30.54,-0.06190456885717761
2023-07-15,2023,7,Asia Pacific,Furniture,Bookcases,Corporate,5,0.1,2948.84,-2.31,-0.0007833588801020062
2021-11-16,2021,11,Europe,Office Supplies,Binders,Consumer,2,0.1,188.61,6.15,0.03260696675679974
2024-06-10,2024,6,Asia Pacific,Furniture,Tables,Corporate,5,0.2,1501.98,-108.2,-0.07203824285276768
2022-03-03,2022,3,Asia Pacific,Furniture,Tables,Corporate,2,0.3,1080.85,-162.15,-0.150020816949623
2024-11-19,2024,11,North America,Office Supplies,Storage,Home Office,2,0.4,197.07,-23.07,-0.11706500228345258
2021-11-26,2021,11,Asia Pacific,Furniture,Tables,Consumer,5,0.1,804.85,-19.44,-0.024153568988010188
2022-07-18,2022,7,North America,Technology,Phones,Consumer,5,0.0,1684.32,422.17,0.2506471454355467
2022-01-12,2022,1,Europe,Office Supplies,Binders,Corporate,1,0.0,45.28,4.36,0.09628975265017668
2021-01-27,2021,1,North America,Furniture,Bookcases,Consumer,1,0.1,366.19,-10.72,-0.02927442038286136
2022-01-30,2022,1,North America,Office Supplies,Paper,Consumer,3,0.1,92.28,5.84,0.06328565236237538
2022-06-28,2022,6,North America,Furniture,Tables,Consumer,3,0.5,953.83,-283.1,-0.29680341360619816
2021-04-28,2021,4,Europe,Office Supplies,Art,Home Office,6,0.0,449.82,92.21,0.2049931083544529
2022-11-19,2022,11,North America,Technology,Accessories,Consumer,2,0.1,1382.77,343.14,0.24815406756004252
2022-01-17,2022,1,North America,Technology,Laptops,Consumer,3,0.3,932.4,78.14,0.0838052338052338
2024-04-16,2024,4,Asia Pacific,Technology,Accessories,Home Office,3,0.2,1162.98,57.77,0.049674113054394745
2022-03-20,2022,3,Europe,Office Supplies,Art,Consumer,6,0.1,286.83,19.24,0.06707806017501655
2021-08-23,2021,8,Asia Pacific,Office Supplies,Paper,Consumer,5,0.15,261.24,1.64,0.006277752258459653
2021-03-22,2021,3,Europe,Furniture,Chairs,Consumer,1,0.15,243.7,-25.39,-0.104185473943373
2021-02-22,2021,2,North America,Furniture,Bookcases,Consumer,8,0.4,1357.52,-344.94,-0.25409570393069714
2022-06-20,2022,6,Europe,Technology,Copiers,Consumer,3,0.1,2876.04,790.89,0.2749926982934869
2023-08-05,2023,8,North America,Technology,Copiers,Home Office,2,0.0,1529.36,588.68,0.38491918188000207
2021-10-13,2021,10,Latin America,Technology,Copiers,Consumer,5,0.1,1547.08,423.04,0.27344416578328207
2022-09-21,2022,9,Europe,Office Supplies,Storage,Consumer,6,0.1,211.49,9.53,0.04506123220956073
2024-09-19,2024,9,Europe,Office Supplies,Art,Consumer,2,0.0,91.37,23.79,0.26036992448287183
2024-11-18,2024,11,Asia Pacific,Furniture,Bookcases,Corporate,1,0.0,794.38,54.71,0.06887132103023742
2022-01-12,2022,1,Europe,Furniture,Tables,Consumer,1,0.0,368.54,46.96,0.12742171813100342
2023-04-09,2023,4,North America,Technology,Copiers,Corporate,5,0.2,1405.66,124.18,0.08834284250814564
2021-03-24,2021,3,Latin America,Office Supplies,Storage,Consumer,1,0.2,52.39,0.46,0.008780301584271807
2021-02-18,2021,2,North America,Office Supplies,Art,Consumer,6,0.1,198.53,35.8,0.18032539162846922
2021-08-29,2021,8,Asia Pacific,Office Supplies,Binders,Consumer,3,0.15,131.1,-2.46,-0.018764302059496567
2021-10-09,2021,10,Latin America,Furniture,Chairs,Consumer,2,0.5,1050.75,-327.92,-0.31208184630026176
2024-09-04,2024,9,Europe,Technology,Laptops,Consumer,3,0.3,1436.87,-24.88,-0.01731541475568423
2023-09-04,2023,9,Latin America,Technology,Laptops,Home Office,2,0.0,882.01,166.18,0.18841056223852337
2023-02-18,2023,2,North America,Technology,Phones,Consumer,3,0.1,910.06,176.09,0.19349273674263237
2023-07-15,2023,7,Europe,Office Supplies,Art,Corporate,3,0.1,213.7,29.4,0.1375760411792232
2024-01-04,2024,1,North America,Furniture,Bookcases,Consumer,3,0.2,739.07,-48.81,-0.06604245876574615
2022-07-22,2022,7,Europe,Office Supplies,Binders,Consumer,1,0.2,69.3,0.55,0.007936507936507938
2021-06-09,2021,6,North America,Furniture,Chairs,Home Office,3,0.15,765.9,-35.37,-0.04618096357226792
2024-02-13,2024,2,North America,Office Supplies,Paper,Consumer,3,0.2,201.71,14.71,0.07292647860790244
2024-05-17,2024,5,Asia Pacific,Furniture,Bookcases,Corporate,2,0.0,1402.98,144.46,0.10296654264494148
2022-03-09,2022,3,North America,Office Supplies,Art,Corporate,3,0.4,118.48,-26.19,-0.2210499662390277
2021-07-02,2021,7,Latin America,Technology,Phones,Home Office,2,0.1,1012.77,167.26,0.1651510214560068
2023-11-28,2023,11,Latin America,Technology,Phones,Corporate,6,0.3,4063.36,13.53,0.003329756654591274
2021-02-19,2021,2,Latin America,Technology,Accessories,Consumer,3,0.0,1113.23,253.69,0.22788642059592357
2023-08-15,2023,8,Asia Pacific,Office Supplies,Art,Consumer,2,0.4,106.32,-25.38,-0.23871331828442438
2023-12-04,2023,12,Europe,Furniture,Chairs,Consumer,3,0.0,1690.84,205.41,0.12148399612027158
2022-10-16,2022,10,North America,Furniture,Chairs,Home Office,3,0.1,506.26,-23.12,-0.04566823371390195
2022-10-31,2022,10,Europe,Office Supplies,Art,Home Office,2,0.0,62.55,10.45,0.16706634692246203
2023-03-23,2023,3,North America,Office Supplies,Binders,Consumer,2,0.1,211.83,8.86,0.041825992541188683
2022-10-07,2022,10,North America,Technology,Copiers,Home Office,3,0.1,1864.19,299.44,0.1606274038590487
2022-12-26,2022,12,Asia Pacific,Technology,Laptops,Corporate,6,0.0,4757.97,1269.03,0.2667166879992938
2021-01-09,2021,1,North America,Office Supplies,Binders,Consumer,5,0.15,225.21,11.52,0.051152257892633536
2023-02-07,2023,2,North America,Technology,Accessories,Consumer,4,0.4,2925.55,-23.32,-0.007971150723795525
2024-01-24,2024,1,North America,Office Supplies,Paper,Corporate,1,0.3,107.9,-20.97,-0.19434661723818347
2024-07-01,2024,7,Europe,Technology,Laptops,Corporate,2,0.2,1187.63,67.82,0.057105327416788046
2024-06-10,2024,6,North America,Technology,Accessories,Consumer,7,0.3,4895.46,151.84,0.031016492832134264
2022-09-29,2022,9,North America,Technology,Laptops,Corporate,6,0.15,4070.1,408.73,0.1004225940394585
2023-12-18,2023,12,North America,Technology,Laptops,Corporate,2,0.3,1365.23,-96.53,-0.07070603488056958
2024-01-06,2024,1,Asia Pacific,Office Supplies,Storage,Consumer,3,0.15,216.76,24.25,0.11187488466506736
2024-07-07,2024,7,Europe,Technology,Copiers,Consumer,8,0.3,4583.12,506.3,0.11047059644958021
2022-03-10,2022,3,Europe,Technology,Accessories,Home Office,8,0.1,4843.06,793.66,0.16387573145903622
2021-01-01,2021,1,North America,Technology,Copiers,Corporate,2,0.3,830.91,5.91,0.007112683684153519
2021-03-25,2021,3,North America,Furniture,Chairs,Home Office,2,0.0,349.98,39.58,0.11309217669581118
2021-08-22,2021,8,Europe,Furniture,Furnishings,Consumer,1,0.0,282.74,48.13,0.17022706373346538
2021-10-19,2021,10,Middle East & Africa,Technology,Copiers,Corporate,2,0.0,793.25,173.93,0.21926252757642611
2024-04-03,2024,4,North America,Technology,Copiers,Consumer,2,0.15,1029.86,105.97,0.10289748121103841
2023-06-28,2023,6,Asia Pacific,Office Supplies,Binders,Corporate,6,0.0,373.25,86.92,0.23287340924313463
2021-11-08,2021,11,Latin America,Office Supplies,Paper,Consumer,3,0.3,352.84,-22.62,-0.06410837773495069
2022-05-13,2022,5,North America,Office Supplies,Paper,Home Office,5,0.15,269.11,20.55,0.07636282561034521
2021-01-17,2021,1,Europe,Office Supplies,Art,Consumer,2,0.3,84.65,-7.18,-0.0848198464264619
2024-06-14,2024,6,Europe,Office Supplies,Binders,Corporate,1,0.0,81.55,12.49,0.15315757204169222
2022-02-21,2022,2,Latin America,Technology,Accessories,Consumer,1,0.2,551.78,23.53,0.04264380731450941
2023-05-04,2023,5,Asia Pacific,Technology,Laptops,Corporate,2,0.0,772.18,289.44,0.3748348830583543
2023-05-10,2023,5,North America,Technology,Laptops,Home Office,6,0.0,5072.47,1155.16,0.22773126307301966
2022-03-28,2022,3,North America,Furniture,Chairs,Corporate,3,0.3,706.76,-124.6,-0.1762974701454525
2021-03-11,2021,3,Asia Pacific,Technology,Accessories,Corporate,3,0.15,930.67,166.55,0.178957095425876
2022-05-08,2022,5,Asia Pacific,Furniture,Furnishings,Consumer,4,0.5,1855.73,-557.32,-0.30032386176868403
2024-10-10,2024,10,North America,Office Supplies,Storage,Home Office,6,0.1,218.55,9.96,0.04557309540150995
2024-10-06,2024,10,North America,Office Supplies,Storage,Consumer,5,0.15,316.01,16.08,0.05088446568146577
2022-08-08,2022,8,North America,Office Supplies,Binders,Corporate,5,0.15,423.06,-10.18,-0.024062780693045904
2022-08-17,2022,8,Europe,Office Supplies,Art,Consumer,5,0.1,287.69,43.84,0.15238624908755954
2024-12-14,2024,12,Asia Pacific,Technology,Accessories,Home Office,2,0.15,5360.29,221.23,0.04127202073022168
2024-09-07,2024,9,Latin America,Technology,Accessories,Consumer,1,0.0,660.24,205.02,0.3105234460196292
2022-01-19,2022,1,North America,Furniture,Tables,Home Office,6,0.1,1822.4,36.25,0.019891352063213345
2023-01-20,2023,1,Middle East & Africa,Office Supplies,Binders,Corporate,3,0.15,143.11,16.81,0.11746209209698831
2022-09-15,2022,9,Asia Pacific,Office Supplies,Paper,Corporate,5,0.0,501.1,83.07,0.16577529435242463
2022-07-13,2022,7,Europe,Technology,Copiers,Consumer,3,0.0,704.84,197.47,0.2801628738437092
2024-01-11,2024,1,North America,Technology,Phones,Consumer,4,0.3,2675.13,81.69,0.03053683372396855
2023-11-03,2023,11,Latin America,Office Supplies,Paper,Consumer,5,0.1,501.95,17.74,0.03534216555433808
2023-11-20,2023,11,North America,Office Supplies,Art,Consumer,2,0.3,261.76,-27.08,-0.10345354523227383
2021-10-16,2021,10,Asia Pacific,Office Supplies,Binders,Corporate,3,0.0,97.19,20.46,0.21051548513221527
2022-11-19,2022,11,Asia Pacific,Technology,Accessories,Consumer,4,0.1,2300.52,363.83,0.15815120059812562
2021-10-12,2021,10,Latin America,Technology,Accessories,Corporate,1,0.1,289.96,40.12,0.13836391226376052
2023-02-21,2023,2,North America,Technology,Accessories,Home Office,1,0.1,691.33,101.54,0.14687631087903028
2021-03-13,2021,3,Latin America,Technology,Accessories,Consumer,3,0.15,2395.19,311.92,0.1302276646111582
2024-08-04,2024,8,Europe,Office Supplies,Art,Consumer,3,0.1,146.27,13.6,0.09297873795036575
2022-11-01,2022,11,North America,Office Supplies,Binders,Corporate,1,0.2,103.54,2.56,0.024724744060266562
2023-01-16,2023,1,Europe,Office Supplies,Paper,Consumer,2,0.4,106.57,-24.7,-0.23177254386788027
2021-08-01,2021,8,Asia Pacific,Office Supplies,Binders,Corporate,3,0.2,171.3,7.92,0.04623467600700525
2024-06-17,2024,6,Asia Pacific,Office Supplies,Art,Consumer,4,0.3,575.38,-40.95,-0.07117035698147312
2021-07-01,2021,7,North America,Office Supplies,Binders,Consumer,1,0.0,55.3,8.64,0.15623869801084994
2023-08-21,2023,8,Latin America,Office Supplies,Storage,Corporate,2,0.1,212.63,30.35,0.14273620843719137
2021-03-16,2021,3,Europe,Office Supplies,Storage,Consumer,4,0.0,293.51,43.01,0.14653674491499438
2022-12-08,2022,12,Europe,Office Supplies,Art,Consumer,3,0.0,628.88,192.24,0.3056862994529958
2022-05-15,2022,5,Europe,Office Supplies,Binders,Consumer,4,0.0,227.83,39.05,0.17139972786726942
2022-08-31,2022,8,North America,Office Supplies,Storage,Corporate,6,0.1,442.05,26.3,0.05949553217961769
2021-11-01,2021,11,Europe,Office Supplies,Binders,Corporate,5,0.1,478.24,25.31,0.05292321846771495
2022-03-23,2022,3,Asia Pacific,Technology,Copiers,Corporate,3,0.15,2469.84,292.96,0.11861497101026786
2024-04-22,2024,4,Asia Pacific,Technology,Accessories,Consumer,5,0.15,3736.16,999.99,0.26765181362682544
2024-07-05,2024,7,Middle East & Africa,Technology,Accessories,Consumer,5,0.3,1975.09,-87.72,-0.04441316598230967
2023-07-23,2023,7,Europe,Furniture,Chairs,Corporate,1,0.0,427.93,49.92,0.11665459304091791
2024-09-27,2024,9,Europe,Technology,Accessories,Consumer,5,0.0,4251.83,908.71,0.2137220914288671
2024-11-20,2024,11,Asia Pacific,Technology,Laptops,Home Office,4,0.15,4078.95,524.83,0.12866791698844066
2022-12-26,2022,12,Latin America,Office Supplies,Art,Consumer,1,0.0,124.52,5.72,0.045936395759717315
2021-09-28,2021,9,Asia Pacific,Technology,Phones,Corporate,2,0.4,313.37,-11.35,-0.03621916584229505
2022-12-21,2022,12,Asia Pacific,Office Supplies,Paper,Consumer,1,0.1,127.43,17.18,0.13481911637761906
2024-12-18,2024,12,North America,Technology,Accessories,Consumer,5,0.1,3239.44,753.74,0.23267601807719854
2024-05-16,2024,5,Asia Pacific,Office Supplies,Storage,Home Office,3,0.2,172.82,-10.73,-0.06208772132854994
2022-02-14,2022,2,North America,Furniture,Tables,Consumer,4,0.1,938.52,75.99,0.080967906917274
2023-08-22,2023,8,Europe,Office Supplies,Storage,Consumer,1,0.0,96.02,28.34,0.2951468444074151
2021-10-29,2021,10,North America,Technology,Laptops,Corporate,1,0.15,665.71,95.36,0.14324555737483288
2022-02-01,2022,2,Latin America,Office Supplies,Binders,Corporate,1,0.3,44.6,-1.53,-0.03430493273542601
2023-04-13,2023,4,North America,Technology,Copiers,Corporate,2,0.15,1364.96,211.39,0.15486900715039267
2024-10-25,2024,10,Asia Pacific,Office Supplies,Binders,Corporate,2,0.5,168.23,-48.06,-0.28568031861142484
2022-11-17,2022,11,Asia Pacific,Technology,Laptops,Corporate,3,0.0,3215.13,1082.25,0.3366115833574381
2024-09-26,2024,9,Asia Pacific,Office Supplies,Storage,Corporate,1,0.1,107.89,-0.17,-0.001575678932245806
2023-10-01,2023,10,Asia Pacific,Technology,Copiers,Consumer,4,0.0,1959.89,658.19,0.33583007209588295
2022-08-04,2022,8,Europe,Furniture,Furnishings,Consumer,5,0.0,898.32,126.68,0.14101879063140083
2022-01-05,2022,1,Europe,Office Supplies,Binders,Home Office,5,0.3,348.03,-72.33,-0.20782691147314888
2021-03-05,2021,3,Middle East & Africa,Technology,Accessories,Corporate,4,0.0,2051.02,508.01,0.24768651695254068
2022-07-01,2022,7,Asia Pacific,Office Supplies,Binders,Consumer,4,0.0,335.19,62.08,0.1852083892717563
2022-06-11,2022,6,Europe,Technology,Phones,Corporate,3,0.1,1210.57,187.25,0.15467920070710492
2021-08-26,2021,8,North America,Technology,Laptops,Home Office,2,0.0,891.81,315.85,0.3541673674885907
2022-05-18,2022,5,North America,Technology,Accessories,Consumer,4,0.15,2050.26,176.29,0.08598421663593885
2024-12-06,2024,12,Asia Pacific,Office Supplies,Paper,Home Office,2,0.3,122.49,-10.37,-0.08465997224263205
2024-06-04,2024,6,Asia Pacific,Office Supplies,Art,Corporate,5,0.5,392.08,-95.39,-0.2432921852683126
2024-09-28,2024,9,Europe,Technology,Phones,Corporate,1,0.15,514.61,71.79,0.13950370183245567
2024-02-27,2024,2,North America,Furniture,Furnishings,Consumer,4,0.2,1104.23,-51.41,-0.04655732954185269
2021-10-11,2021,10,Europe,Office Supplies,Art,Home Office,1,0.15,27.09,1.25,0.04614248800295312
2024-04-16,2024,4,North America,Office Supplies,Paper,Corporate,2,0.2,130.91,-5.86,-0.04476357803070812
2022-02-14,2022,2,North America,Technology,Copiers,Home Office,1,0.1,412.01,78.16,0.1897041333948205
2023-11-06,2023,11,North America,Office Supplies,Binders,Consumer,7,0.15,1275.49,12.59,0.009870716352147018
2022-12-15,2022,12,North America,Furniture,Chairs,Home Office,4,0.2,2129.92,-272.92,-0.12813626802884615
2024-11-21,2024,11,Asia Pacific,Furniture,Chairs,Consumer,5,0.15,2292.3,91.55,0.039938053483400945
2021-06-02,2021,6,Europe,Technology,Phones,Corporate,1,0.1,470.26,64.59,0.13734955131204016
2024-05-11,2024,5,Europe,Office Supplies,Binders,Consumer,1,0.0,81.34,10.47,0.1287189574625031
2023-07-25,2023,7,Asia Pacific,Office Supplies,Binders,Consumer,4,0.0,179.73,29.96,0.16669448617370503
2022-04-25,2022,4,Europe,Office Supplies,Art,Corporate,3,0.0,383.21,46.64,0.12170872367631326
2021-08-07,2021,8,Asia Pacific,Furniture,Tables,Home Office,2,0.15,529.03,-60.19,-0.11377426610967242
2024-05-01,2024,5,Latin America,Furniture,Furnishings,Corporate,3,0.0,712.9,140.38,0.19691401318558002
2022-07-22,2022,7,Asia Pacific,Office Supplies,Storage,Consumer,6,0.15,346.92,47.72,0.13755332641531187
